	est.beta	est.upper	est.lower	alpha	beta
100	-0.130819646410938	0.0516956082015556	-0.313334901023432	0.01	paste(beta[4])
101	6.56708579177193	6.85143113262575	6.28274045091811	0.01	paste(beta[5])
102	0.00421892700321611	0.0289667223801634	-0.0205288683737312	0.01	paste(beta[6])
103	-0.0957445277023214	-0.059963263671302	-0.131525791733341	0.01	paste(beta[7])
104	-0.0440859823242997	-0.0109636215485512	-0.0772083431000483	0.01	paste(beta[8])
105	10.6576008034005	10.8341139440912	10.4810876627097	0.05	paste(beta[1])
106	2.04703438785445	2.27831195107639	1.81575682463251	0.05	paste(beta[2])
107	-1.37381550833084	-1.13604536018031	-1.61158565648137	0.05	paste(beta[3])
108	-0.123568225380885	0.0621461749418418	-0.309282625703611	0.05	paste(beta[4])
109	6.72538349268595	7.01313695120531	6.4376300341666	0.05	paste(beta[5])
110	0.0104054953030179	0.0334876082205633	-0.0126766176145275	0.05	paste(beta[6])
111	-0.0984793855676328	-0.0661695945910915	-0.130789176544174	0.05	paste(beta[7])
112	-0.0459441548992774	-0.014843634318925	-0.0770446754796298	0.05	paste(beta[8])
113	10.6399517753135	10.8175096796555	10.4623938709716	0.1	paste(beta[1])
114	2.03192141855301	2.26338472562826	1.80045811147775	0.1	paste(beta[2])
115	-1.39919371426345	-1.16638338865872	-1.63200403986818	0.1	paste(beta[3])
116	-0.130859894239019	0.0467566129227577	-0.308476401400795	0.1	paste(beta[4])
117	6.66732245125641	6.95477338871929	6.37987151379353	0.1	paste(beta[5])
118	0.0100449210821862	0.032787107975243	-0.0126972658108706	0.1	paste(beta[6])
